"","Alveolar.bipotent.progenitor","Alveolar.macrophage.Ear2.high","Alveolar.macrophage.Pclaf.high","AT1.cell","AT2.cell","B.cell","Basophil","Ciliated.cell","Clara.cell","Dendritic.cell.Gngt2.high","Dendritic.cell.H2.M2.high","Dendritic.cell.Mgl2.high","Dendritic.cell.Tubb5.high","Dendritic.cell.Naaa.high","Endothelial.cell.Kdr.high","Endothelial.cell.Tmem100.high","Endothelial.cell.Vwf.high","Eosinophil","IgA.producing.B.cell","Interstitial.macrophage","Monocyte.progenitor","Neutrophil","NK.cell","Nuocyte","Plasmacytoid.dendritic.cell","Stromal.cell.Acta2.high","Stromal.cell.Dcn.high","Stromal.cell.Inmt.high","T.cell.Cd8b1.high"
"Chek2",0,0.008016032,0.055555556,0,0.004950495,0.00286533,0,0.092592593,0.006060606,0.01242236,0.047619048,0.01242236,0.033333333,0,0,0.006993007,0.013513514,0.003773585,0,0,0,0,0.007272727,0,0,0,0,0,0.002173913
"Cherp",0.03125,0.032064128,0,0.036809816,0.018316832,0.014326648,0,0.055555556,0.006060606,0.02484472,0.047619048,0.037267081,0.166666667,0.016129032,0.019230769,0.048951049,0.027027027,0.030188679,0.033333333,0.026785714,0,0,0.014545455,0.013245033,0.020338983,0.016129032,0.027322404,0.035928144,0.02826087
"Chfr",0,0.022044088,0.027777778,0,0.014851485,0.020057307,0.071428571,0.018518519,0.012121212,0.00621118,0,0.043478261,0.066666667,0.010752688,0.009615385,0.006993007,0,0,0.066666667,0.004464286,0.076923077,0,0.003636364,0.006622517,0.030508475,0.032258065,0.005464481,0.005988024,0.008695652
"Chia1",1.4375,0.070140281,0.027777778,0.147239264,0.762376238,0.078796562,0,0.175925926,0.163636364,0.130434783,0.095238095,0.02484472,0.033333333,0.069892473,0.067307692,0.062937063,0.040540541,0.067924528,0.166666667,0.080357143,0.153846154,0.028571429,0.090909091,0.079470199,0.050847458,0.096774194,0.043715847,0.053892216,0.07173913
"Chic1",0,0,0,0,0.00049505,0,0,0,0,0,0,0,0,0,0.028846154,0.006993007,0.013513514,0,0,0,0,0,0,0,0,0,0.010928962,0.005988024,0
"Chic2",0.09375,0.114228457,0.055555556,0.042944785,0.044059406,0.042979943,0.071428571,0.12962963,0.042424242,0.037267081,0,0.031055901,0.2,0.043010753,0.028846154,0.055944056,0.108108108,0.037735849,0.033333333,0.040178571,0.153846154,0.028571429,0.047272727,0.039735099,0.033898305,0.048387097,0.087431694,0.095808383,0.054347826
"Chid1",0.03125,0.01002004,0.055555556,0.018404908,0.019306931,0.008595989,0,0.064814815,0.024242424,0.00621118,0,0.031055901,0,0.005376344,0.019230769,0.013986014,0,0,0.2,0.03125,0,0,0.018181818,0,0.010169492,0,0.043715847,0.02994012,0.004347826
"Chil1",2.59375,0.170340681,0.111111111,1.245398773,5.672277228,0.20773639,0.142857143,0.462962963,0.696969697,0.322981366,0.142857143,0.099378882,0,0.139784946,0.826923077,0.454545455,0.081081081,0.271698113,0.8,0.183035714,0.307692308,0.628571429,0.287272727,0.125827815,0.105084746,0.290322581,0.202185792,0.449101796,0.141304348
"Chil3",0,16.32865731,16.75,0.159509202,0.076732673,0.081661891,0.142857143,0.027777778,0.054545455,0.329192547,0.047619048,0.118012422,0.066666667,0.123655914,0.086538462,0.111888112,0.054054054,0.188679245,0.133333333,0.044642857,1.769230769,6.3,0.127272727,0.19205298,1.220338983,0.032258065,0.18579235,0.149700599,0.065217391
"Chil5",0,0,0,0,0,0,0,0,0,0,0,0.00621118,0,0.010752688,0,0,0.013513514,0,0,0,0,0.014285714,0.003636364,0,0.003389831,0,0,0,0.010869565
"Chka",0.28125,0.074148297,0.083333333,0.220858896,0.195049505,0.03008596,0,0.175925926,0.266666667,0.031055901,0.047619048,0.031055901,0.1,0.005376344,0.028846154,0.06993007,0,0.026415094,0.1,0.035714286,0.153846154,0.014285714,0.043636364,0.01986755,0.027118644,0.016129032,0.021857923,0.023952096,0.017391304
"Chm",0.03125,0.01002004,0.027777778,0,0.009405941,0.018624642,0,0.018518519,0.012121212,0.01242236,0.047619048,0.02484472,0.033333333,0,0.028846154,0.006993007,0.013513514,0.022641509,0.066666667,0.008928571,0,0.028571429,0.018181818,0.013245033,0.010169492,0.016129032,0.032786885,0.005988024,0.004347826
"Chml",0,0.002004008,0,0.006134969,0.002970297,0,0,0.018518519,0,0,0,0,0,0.021505376,0.009615385,0.013986014,0,0,0,0,0,0,0,0,0.003389831,0,0,0.005988024,0
"Chmp1a",0.0625,0.082164329,0.055555556,0.042944785,0.078217822,0.047277937,0.071428571,0.203703704,0.090909091,0.01242236,0,0.037267081,0.066666667,0.080645161,0.048076923,0.055944056,0.054054054,0.037735849,0,0.080357143,0.230769231,0.042857143,0.050909091,0.033112583,0.071186441,0.064516129,0.076502732,0.095808383,0.041304348
"Chmp1b",0.03125,0.036072144,0.055555556,0.067484663,0.048514851,0.03008596,0,0.092592593,0.048484848,0.01863354,0.047619048,0.01863354,0.066666667,0.080645161,0.057692308,0.041958042,0.040540541,0.01509434,0.033333333,0.017857143,0.076923077,0.071428571,0.043636364,0.059602649,0.047457627,0.048387097,0.071038251,0.05988024,0.030434783
"Chmp2a",0.4375,0.284569138,0.333333333,0.36196319,0.284158416,0.121776504,0.142857143,0.564814815,0.260606061,0.167701863,0.238095238,0.223602484,0.4,0.268817204,0.192307692,0.20979021,0.256756757,0.139622642,0.433333333,0.21875,0.076923077,0.2,0.170909091,0.132450331,0.247457627,0.209677419,0.360655738,0.28742515,0.117391304
"Chmp2b",0.125,0.056112224,0.055555556,0.128834356,0.101485149,0.03008596,0.071428571,0.231481481,0.078787879,0.074534161,0.142857143,0.062111801,0.033333333,0.048387097,0.067307692,0.055944056,0.040540541,0.041509434,0.033333333,0.071428571,0.307692308,0.028571429,0.032727273,0.039735099,0.057627119,0.064516129,0.076502732,0.053892216,0.015217391
"Chmp3",0.09375,0.088176353,0.111111111,0.073619632,0.074257426,0.037249284,0.071428571,0.037037037,0.072727273,0.037267081,0.095238095,0.049689441,0,0.064516129,0.028846154,0.090909091,0.135135135,0.030188679,0.066666667,0.053571429,0,0.028571429,0.04,0.066225166,0.06779661,0.064516129,0.153005464,0.113772455,0.034782609
"Chmp4b",0.0625,0.100200401,0.138888889,0.122699387,0.09009901,0.021489971,0,0.12037037,0.084848485,0.099378882,0.047619048,0.01863354,0.066666667,0.064516129,0.038461538,0.055944056,0.067567568,0.045283019,0.066666667,0.058035714,0.076923077,0,0.054545455,0.059602649,0.108474576,0.032258065,0.098360656,0.095808383,0.045652174
"Chmp4c",0,0,0,0.018404908,0.028217822,0.001432665,0,0.018518519,0.006060606,0,0,0,0,0,0.009615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004347826
"Chmp5",0.1875,0.088176353,0.083333333,0.196319018,0.135643564,0.02722063,0,0.175925926,0.115151515,0.031055901,0.047619048,0.043478261,0.166666667,0.080645161,0.076923077,0.076923077,0.094594595,0.018867925,0.033333333,0.075892857,0.076923077,0.1,0.029090909,0.006622517,0.050847458,0.032258065,0.081967213,0.077844311,0.02173913
"Chmp6",0,0.026052104,0,0.018404908,0.029207921,0.022922636,0,0.055555556,0.024242424,0.01242236,0,0.031055901,0.033333333,0.016129032,0.048076923,0.027972028,0.054054054,0.003773585,0.066666667,0.035714286,0.076923077,0,0.010909091,0.013245033,0.037288136,0.032258065,0.021857923,0.02994012,0.02173913
"Chmp7",0.03125,0.026052104,0.083333333,0.024539877,0.02029703,0.010028653,0,0.046296296,0.03030303,0.01242236,0,0.00621118,0,0.016129032,0.048076923,0.076923077,0.027027027,0,0,0.022321429,0,0.028571429,0.003636364,0.013245033,0.010169492,0.016129032,0.021857923,0.05988024,0.02173913
"Chn1",0,0.002004008,0,0.006134969,0.001980198,0,0,0.018518519,0.006060606,0,0,0,0,0,0,0,0.027027027,0,0,0,0,0,0,0,0.003389831,0.016129032,0.005464481,0.02994012,0
"Chn2",0,0,0,0,0,0.00286533,0,0.009259259,0.036363636,0.00621118,0,0.086956522,0.1,0.005376344,0,0.006993007,0.067567568,0.003773585,0,0.017857143,0,0,0.036363636,0.046357616,0.010169492,0,0.032786885,0.011976048,0.002173913
"Chordc1",0,0.032064128,0.027777778,0.067484663,0.047524752,0.038681948,0,0.018518519,0.060606061,0.068322981,0.19047619,0.049689441,0.066666667,0.048387097,0.019230769,0.055944056,0.094594595,0.011320755,0.033333333,0.022321429,0.153846154,0.014285714,0.050909091,0.052980132,0.040677966,0.032258065,0.049180328,0.041916168,0.043478261
"Chp1",0.15625,0.230460922,0.194444444,0.116564417,0.163861386,0.050143266,0.071428571,0.12962963,0.072727273,0.086956522,0.142857143,0.043478261,0.1,0.048387097,0.076923077,0.062937063,0.135135135,0.132075472,0.066666667,0.053571429,0,0.171428571,0.08,0.066225166,0.101694915,0.112903226,0.12568306,0.101796407,0.045652174
"Chp2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040178571,0,0,0.003636364,0,0,0,0,0,0
"Chpf",0.09375,0.044088176,0.055555556,0.030674847,0.03019802,0.008595989,0,0.055555556,0.03030303,0,0,0.00621118,0,0.021505376,0,0.006993007,0,0,0,0.008928571,0,0,0.021818182,0.006622517,0.003389831,0.080645161,0.180327869,0.209580838,0.010869565
"Chpf2",0,0.026052104,0.027777778,0.018404908,0.013861386,0.012893983,0,0.027777778,0.006060606,0.01242236,0,0.031055901,0.033333333,0.005376344,0,0.013986014,0.027027027,0.011320755,0.1,0.017857143,0,0.014285714,0.018181818,0,0.003389831,0,0.027322404,0.041916168,0.008695652
"Chpt1",0.0625,0.03006012,0.055555556,0.171779141,0.084653465,0.010028653,0,0.111111111,0.060606061,0.00621118,0,0.00621118,0,0.010752688,0.009615385,0.020979021,0.013513514,0,0,0.017857143,0,0.014285714,0.014545455,0.013245033,0,0.048387097,0.06010929,0.143712575,0.010869565
"Chrac1",0.125,0.066132265,0.083333333,0.085889571,0.089108911,0.044412607,0.142857143,0.148148148,0.078787879,0.086956522,0.095238095,0.068322981,0.066666667,0.107526882,0.038461538,0.034965035,0.081081081,0.033962264,0.033333333,0.084821429,0.076923077,0.014285714,0.036363636,0.066225166,0.06440678,0.048387097,0.098360656,0.101796407,0.039130435
"Chrdl1",0,0.002004008,0,0,0.00049505,0,0,0,0,0,0,0,0,0.005376344,0,0,0,0,0,0,0,0,0,0,0,0,0.043715847,0.023952096,0.002173913
"Chrm3",0,0.002004008,0,0.012269939,0.000990099,0.00286533,0,0,0.006060606,0,0,0.00621118,0,0.005376344,0,0,0.013513514,0,0,0,0,0,0,0,0,0.016129032,0,0,0
"Chrnb1",0.15625,0.006012024,0,0.073619632,0.063861386,0.004297994,0,0.046296296,0.006060606,0,0,0.00621118,0,0.010752688,0,0,0,0,0.033333333,0.008928571,0,0,0,0,0.016949153,0.032258065,0,0.02994012,0.010869565
"Chrne",0,0,0,0,0.00049505,0,0,0.009259259,0,0,0,0,0,0.005376344,0,0,0,0,0,0,0,0,0.010909091,0.006622517,0,0,0,0,0
"Chst1",0,0.002004008,0.027777778,0,0.003465347,0.007163324,0,0,0.006060606,0,0,0.00621118,0,0,0.326923077,0.027972028,0.013513514,0.011320755,0.066666667,0.004464286,0,0,0.003636364,0,0.006779661,0.016129032,0.010928962,0.005988024,0
"Chst10",0,0.002004008,0,0,0.000990099,0.008595989,0,0,0,0.00621118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002173913
"Chst11",0,0,0,0,0.000990099,0.00286533,0,0,0,0,0,0.02484472,0.033333333,0.010752688,0.009615385,0.041958042,0.027027027,0.011320755,0,0,0,0,0.014545455,0,0,0,0.010928962,0,0.006521739
"Chst12",0,0.022044088,0,0.147239264,0.022772277,0.032951289,0,0.018518519,0,0.043478261,0,0.031055901,0.066666667,0.032258065,0.057692308,0.006993007,0.067567568,0.01509434,0.066666667,0.017857143,0.076923077,0.057142857,0.036363636,0.039735099,0.111864407,0.032258065,0.103825137,0.047904192,0.013043478
"Chst14",0,0.01002004,0,0.036809816,0.01039604,0.00286533,0,0.018518519,0.006060606,0.00621118,0,0,0,0,0.057692308,0.027972028,0.027027027,0,0,0.008928571,0,0,0,0,0.013559322,0.016129032,0.103825137,0.05988024,0.002173913
"Chst15",0,0.016032064,0.027777778,0,0.000990099,0.022922636,0.071428571,0,0,0.01863354,0,0.01863354,0.033333333,0,0.028846154,0.013986014,0.067567568,0.00754717,0,0.008928571,0,0,0,0,0,0,0,0.023952096,0.006521739
"Chst2",0,0.002004008,0,0,0,0.001432665,0,0.009259259,0.006060606,0,0,0,0,0,0.076923077,0.006993007,0,0.00754717,0,0.004464286,0,0.014285714,0,0.013245033,0,0,0.016393443,0.011976048,0.002173913
"Chst3",0,0,0,0,0.000990099,0.025787966,0,0,0.006060606,0.00621118,0,0,0,0,0,0.006993007,0,0,0,0,0,0,0.003636364,0.006622517,0,0,0,0.005988024,0.002173913
"Chst5",0,0,0,0,0.001980198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chst7",0,0,0,0,0,0.001432665,0,0,0,0.00621118,0.047619048,0.00621118,0,0,0.009615385,0.013986014,0.027027027,0.003773585,0,0.022321429,0,0,0,0,0,0,0.010928962,0.005988024,0
"Chsy1",0.03125,0.026052104,0.027777778,0.018404908,0.101485149,0.018624642,0.071428571,0.018518519,0.018181818,0.00621118,0,0.01863354,0,0.021505376,0,0.020979021,0,0.018867925,0,0.017857143,0.076923077,0.014285714,0.029090909,0.013245033,0.013559322,0.032258065,0.032786885,0.02994012,0.004347826
"Chtf18",0,0.006012024,0.027777778,0,0.00049505,0,0,0.009259259,0,0,0,0,0.1,0,0,0,0,0,0.033333333,0.004464286,0.076923077,0,0.007272727,0.006622517,0,0,0,0,0.002173913
"Chtop",0.09375,0.036072144,0.138888889,0.036809816,0.062376238,0.053008596,0.071428571,0.111111111,0.054545455,0.01242236,0,0.049689441,0.1,0.053763441,0.048076923,0.083916084,0.094594595,0.022641509,0.166666667,0.049107143,0.076923077,0.014285714,0.047272727,0.072847682,0.027118644,0.032258065,0.06557377,0.089820359,0.045652174
"Chuk",0.0625,0.028056112,0.027777778,0.030674847,0.033663366,0.03008596,0,0.157407407,0.03030303,0.055900621,0.047619048,0.02484472,0.033333333,0.059139785,0.067307692,0.027972028,0.040540541,0.011320755,0.033333333,0.022321429,0,0.014285714,0.018181818,0.039735099,0.030508475,0.064516129,0.016393443,0.047904192,0.015217391
"Churc1",0.1875,0.064128257,0.083333333,0.09202454,0.074752475,0.028653295,0,0.222222222,0.066666667,0.00621118,0.047619048,0.068322981,0.1,0.102150538,0.028846154,0.020979021,0.027027027,0.00754717,0,0.049107143,0,0.057142857,0.043636364,0.086092715,0.030508475,0.064516129,0.076502732,0.077844311,0.041304348
"Ciao1",0.0625,0.044088176,0,0.042944785,0.027722772,0.020057307,0,0.064814815,0.036363636,0.01863354,0,0.01242236,0,0.021505376,0.038461538,0.034965035,0.054054054,0.00754717,0.1,0.022321429,0.307692308,0,0.007272727,0.026490066,0.013559322,0.032258065,0.043715847,0.041916168,0.010869565
"Ciapin1",0.0625,0.034068136,0,0.042944785,0.033663366,0.022922636,0,0.083333333,0.018181818,0.043478261,0,0.031055901,0.033333333,0.059139785,0.067307692,0.027972028,0,0.022641509,0.066666667,0.044642857,0.153846154,0,0.04,0.033112583,0.037288136,0.016129032,0.010928962,0.05988024,0.017391304
"Ciart",0,0.004008016,0,0.006134969,0.011881188,0.005730659,0,0.009259259,0.006060606,0.01242236,0,0.00621118,0,0.005376344,0.038461538,0.06993007,0.027027027,0.018867925,0,0.008928571,0,0,0.007272727,0.013245033,0.006779661,0.016129032,0.010928962,0.017964072,0.004347826
"Cib1",0.15625,0.210420842,0.361111111,0.104294479,0.135643564,0.113180516,0,0.537037037,0.157575758,0.086956522,0.047619048,0.068322981,0.066666667,0.053763441,0.057692308,0.041958042,0.067567568,0.052830189,0.1,0.098214286,0.153846154,0.057142857,0.123636364,0.072847682,0.142372881,0.032258065,0.087431694,0.107784431,0.036956522
"Cib2",0.03125,0.134268537,0.083333333,0,0.021287129,0.005730659,0,0.018518519,0.018181818,0,0,0.02484472,0,0.005376344,0,0,0,0.018867925,0.033333333,0.017857143,0,0.071428571,0,0,0.006779661,0,0.010928962,0.02994012,0.004347826
"Cic",0.03125,0.06012024,0.111111111,0.024539877,0.04009901,0.035816619,0,0.027777778,0.024242424,0.043478261,0.142857143,0.068322981,0.033333333,0.043010753,0.019230769,0.041958042,0.027027027,0.018867925,0,0.0625,0.076923077,0.014285714,0.050909091,0.039735099,0.023728814,0.032258065,0.021857923,0.053892216,0.030434783
"Cidea",0,0,0,0,0,0,0,0.092592593,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014285714,0,0.006622517,0,0,0,0,0
"Cideb",0,0.012024048,0.027777778,0,0.01039604,0,0,0,0,0,0,0,0,0,0,0,0,0.003773585,0,0,0,0,0,0,0,0,0,0,0
"Cidec",0.03125,0.320641283,0.194444444,0,0.001980198,0.007163324,0,0,0.006060606,0.01242236,0,0.00621118,0,0.005376344,0.028846154,0,0,0.022641509,0,0.004464286,0,0,0.010909091,0.006622517,0.003389831,0,0,0,0.002173913
"Ciita",0,0,0,0,0.002970297,0.011461318,0,0,0.006060606,0,0,0.00621118,0,0.032258065,0,0.006993007,0,0,0,0.026785714,0,0,0,0.006622517,0,0,0.005464481,0,0
"Cilp",0,0,0,0,0.00049505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273224044,0.017964072,0.002173913
"Cinp",0.03125,0.01002004,0.027777778,0.012269939,0.017326733,0.005730659,0,0.027777778,0.012121212,0,0,0,0.033333333,0.010752688,0.009615385,0.013986014,0.013513514,0.00754717,0.033333333,0.022321429,0.153846154,0,0,0,0.013559322,0,0.027322404,0.011976048,0.004347826
"Cipc",0,0.006012024,0,0.006134969,0.021287129,0.012893983,0,0.027777778,0.006060606,0,0,0,0,0,0.019230769,0.006993007,0.013513514,0,0,0.004464286,0,0,0.029090909,0.013245033,0.006779661,0.016129032,0.010928962,0,0.010869565
"Cir1",0.09375,0.048096192,0.027777778,0.055214724,0.088613861,0.038681948,0.071428571,0.055555556,0.066666667,0.01242236,0.047619048,0.01863354,0.066666667,0.032258065,0.028846154,0.083916084,0.067567568,0.037735849,0.033333333,0.071428571,0.153846154,0.028571429,0.050909091,0.039735099,0.027118644,0.096774194,0.136612022,0.107784431,0.05
"Cirbp",0.03125,0.034068136,0,0.073619632,0.092079208,0.074498567,0,0.12962963,0.090909091,0.049689441,0.19047619,0.01863354,0.033333333,0.043010753,0.057692308,0.06993007,0.013513514,0.033962264,0.066666667,0.022321429,0.076923077,0.028571429,0.08,0.033112583,0.023728814,0.064516129,0.06010929,0.05988024,0.054347826
"Cisd1",0.0625,0.116232465,0.222222222,0.141104294,0.126237624,0.034383954,0.071428571,0.361111111,0.218181818,0.037267081,0,0.068322981,0,0.053763441,0.067307692,0.076923077,0.054054054,0.01509434,0.1,0.026785714,0.076923077,0,0.043636364,0.052980132,0.050847458,0.064516129,0.06557377,0.047904192,0.030434783
"Cisd2",0.03125,0.130260521,0.194444444,0.122699387,0.097524752,0.051575931,0,0.12962963,0.054545455,0.093167702,0,0.080745342,0.2,0.059139785,0.028846154,0.055944056,0.054054054,0.033962264,0.033333333,0.0625,0.153846154,0.071428571,0.094545455,0.092715232,0.091525424,0.016129032,0.103825137,0.161676647,0.05
"Cisd3",0.25,0.026052104,0.055555556,0.09202454,0.082673267,0.03008596,0,0.138888889,0.103030303,0.037267081,0,0.043478261,0,0.069892473,0.086538462,0.041958042,0.040540541,0.01509434,0,0.017857143,0,0.014285714,0.061818182,0.046357616,0.023728814,0.032258065,0.06010929,0.053892216,0.015217391
"Cish",0.15625,0.086172345,0.166666667,0.085889571,0.022277228,0.007163324,0.142857143,0.037037037,0.012121212,0.01863354,0.047619048,0.192546584,0.2,0.032258065,0.096153846,0.13986014,0.121621622,0.011320755,0,0.026785714,0.076923077,0.028571429,0.018181818,0.198675497,0.010169492,0.048387097,0.038251366,0.02994012,0.008695652
"Cit",0,0.004008016,0.027777778,0,0.00049505,0.00286533,0,0.046296296,0.006060606,0,0,0.00621118,0.033333333,0,0.009615385,0,0.027027027,0,0,0,0,0.014285714,0,0,0,0.016129032,0,0,0
"Cited2",0.0625,0.038076152,0.027777778,0.061349693,0.205940594,0.022922636,0,0.037037037,0.042424242,0.043478261,0,0.01242236,0.033333333,0.032258065,0.048076923,0.013986014,0.027027027,0.049056604,0.3,0.053571429,0.230769231,0.028571429,0.050909091,0.086092715,0.044067797,0.048387097,0.027322404,0.065868263,0.032608696
"Cited4",0,0.01002004,0,0.006134969,0.005445545,0,0,0.009259259,0.018181818,0.037267081,0,0.00621118,0,0.005376344,0,0,0,0,0.033333333,0,0.076923077,0,0.007272727,0.033112583,0.006779661,0,0,0.005988024,0
"Ciz1",0.09375,0.032064128,0.083333333,0.024539877,0.028217822,0.011461318,0,0.046296296,0.048484848,0.00621118,0.047619048,0.01242236,0.066666667,0.048387097,0,0.013986014,0.013513514,0.00754717,0.033333333,0.017857143,0.076923077,0,0.025454545,0.013245033,0.020338983,0.016129032,0.038251366,0.017964072,0.02826087
"Ckap2",0,0,0.166666667,0,0.001980198,0,0,0.009259259,0,0,0,0,0.066666667,0,0,0,0,0.003773585,0.033333333,0,0,0,0,0.006622517,0,0,0,0,0
"Ckap2l",0,0.004008016,0.166666667,0,0.00049505,0.001432665,0,0.009259259,0,0,0,0.00621118,0.333333333,0,0.009615385,0,0.013513514,0.00754717,0.066666667,0,0.153846154,0,0,0,0.010169492,0,0.005464481,0,0
"Ckap4",0.03125,0.01002004,0,0.067484663,0.031683168,0.014326648,0,0.037037037,0.042424242,0.00621118,0,0,0,0.005376344,0.038461538,0.020979021,0.013513514,0.018867925,0.233333333,0.017857143,0.076923077,0.2,0.003636364,0,0.037288136,0.032258065,0.142076503,0.02994012,0.006521739
"Ckap5",0.03125,0.014028056,0.138888889,0.036809816,0.013366337,0.007163324,0,0.018518519,0.012121212,0,0.047619048,0.01863354,0.033333333,0.016129032,0,0.020979021,0.013513514,0,0,0.004464286,0,0,0.007272727,0.006622517,0.003389831,0,0.010928962,0.005988024,0.006521739
"Ckb",0.03125,0.02004008,0.083333333,0.024539877,0.024752475,0.03008596,0,0.277777778,0.018181818,0.055900621,0.047619048,0.385093168,0.533333333,0.870967742,0.057692308,0.055944056,0,0.011320755,0.033333333,0.15625,0,0.014285714,0.021818182,0.119205298,0.06440678,0.387096774,0.213114754,0.179640719,0.030434783
"Cklf",0,0.098196393,0.222222222,0.006134969,0.013861386,0.044412607,0.071428571,0.009259259,0.006060606,0.093167702,0.047619048,0.043478261,0.033333333,0.086021505,0.009615385,0.041958042,0.013513514,0.033962264,0,0.084821429,0.153846154,0.157142857,0.047272727,0.052980132,0.081355932,0.032258065,0.049180328,0.017964072,0.039130435
"Ckm",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0.007272727,0,0,0,0,0,0
"Ckmt1",0.0625,0.002004008,0,0.018404908,0.04009901,0.007163324,0,0.148148148,0.048484848,0,0,0.00621118,0,0,0.009615385,0.006993007,0.013513514,0,0,0.008928571,0,0,0.003636364,0.006622517,0.003389831,0,0.032786885,0,0.002173913
"Cks1b",0.03125,0.052104208,0.472222222,0.012269939,0.019306931,0.012893983,0,0.027777778,0.018181818,0.00621118,0.047619048,0.043478261,0.533333333,0.053763441,0,0,0,0,0.166666667,0.026785714,0.615384615,0.071428571,0.010909091,0.006622517,0.010169492,0.016129032,0.076502732,0.023952096,0.008695652
"Cks2",0,0.04008016,0.333333333,0.018404908,0.01039604,0.022922636,1.428571429,0.083333333,0.03030303,0.155279503,0,0.02484472,0.5,0.005376344,0.009615385,0.006993007,0,0.079245283,0,0.022321429,1.076923077,0.271428571,0.029090909,0.026490066,0.081355932,0,0.005464481,0.005988024,0.019565217
"Clasp1",0,0.004008016,0.055555556,0.030674847,0.012871287,0.004297994,0,0,0.012121212,0.01242236,0,0.00621118,0,0,0,0.020979021,0,0,0.033333333,0.008928571,0,0,0.003636364,0,0.010169492,0,0.021857923,0.023952096,0.004347826
"Clasp2",0,0.012024048,0,0.006134969,0.006435644,0,0.071428571,0.009259259,0.006060606,0,0.047619048,0,0.033333333,0.016129032,0.009615385,0.006993007,0,0,0,0.008928571,0,0,0.007272727,0.013245033,0.006779661,0,0.010928962,0.02994012,0.002173913
"Clasrp",0.03125,0.022044088,0.027777778,0.006134969,0.019306931,0.020057307,0,0.009259259,0.012121212,0.01242236,0,0.043478261,0,0.010752688,0.048076923,0.013986014,0.013513514,0.022641509,0,0.017857143,0,0.014285714,0.029090909,0.013245033,0.016949153,0,0.027322404,0.023952096,0.010869565
"Clca1",0,0,0,0,0.00049505,0,0,0,0.024242424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002173913
"Clcc1",0.03125,0.016032064,0.027777778,0.030674847,0.027722772,0.011461318,0,0.037037037,0.036363636,0.01863354,0,0.00621118,0.066666667,0.021505376,0.019230769,0.006993007,0,0.00754717,0.033333333,0.026785714,0.230769231,0,0.014545455,0.026490066,0.016949153,0,0.054644809,0.02994012,0.008695652
"Clcf1",0.0625,0.014028056,0,0,0.003960396,0.010028653,0,0.018518519,0,0.01242236,0,0.00621118,0,0.016129032,0,0.013986014,0.013513514,0,0,0.013392857,0,0,0.018181818,0.006622517,0,0,0.005464481,0.005988024,0.019565217
"Clcn2",0,0.002004008,0,0.006134969,0.002970297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016393443,0,0
"Clcn3",0.0625,0.026052104,0,0.049079755,0.037623762,0.020057307,0,0.074074074,0.036363636,0.037267081,0,0.00621118,0.033333333,0.021505376,0.009615385,0.027972028,0.013513514,0.003773585,0.033333333,0.022321429,0,0,0.014545455,0.026490066,0.006779661,0.016129032,0.010928962,0.005988024,0.004347826
"Clcn4",0.21875,0.074148297,0,0.098159509,0.094554455,0.040114613,0.071428571,0.083333333,0.066666667,0.068322981,0,0.105590062,0.066666667,0.102150538,0.028846154,0.062937063,0.121621622,0.030188679,0.066666667,0.075892857,0,0.014285714,0.047272727,0.033112583,0.057627119,0.080645161,0.092896175,0.119760479,0.026086957
"Clcn5",0.03125,0.008016032,0,0.006134969,0.02029703,0.012893983,0,0.009259259,0.012121212,0,0,0.01242236,0,0.005376344,0.009615385,0.006993007,0,0,0,0.017857143,0,0,0.018181818,0,0.003389831,0.016129032,0.010928962,0.005988024,0.002173913
"Clcn6",0,0.008016032,0,0.018404908,0.012871287,0.010028653,0,0.009259259,0,0.00621118,0,0.00621118,0,0,0.009615385,0.013986014,0,0.003773585,0,0.013392857,0,0,0,0.013245033,0,0,0.010928962,0.011976048,0.004347826
"Clcn7",0,0.048096192,0,0.018404908,0.016336634,0.007163324,0,0.009259259,0.018181818,0.01242236,0,0.01242236,0.066666667,0.005376344,0.028846154,0.020979021,0,0.011320755,0,0.013392857,0.153846154,0,0.010909091,0.013245033,0.010169492,0.032258065,0.032786885,0.017964072,0.015217391
"Cldn1",0,0.01002004,0.027777778,0,0.00049505,0.001432665,0,0,0.006060606,0,0.047619048,0.080745342,0.3,0.279569892,0.009615385,0.006993007,0,0.003773585,0,0,0,0.014285714,0.003636364,0,0.003389831,0.064516129,0.043715847,0.041916168,0
"Cldn10",0,0.002004008,0,0.006134969,0.004455446,0.004297994,0,0.287037037,1.127272727,0,0,0.00621118,0.033333333,0.005376344,0,0,0,0.003773585,0,0,0.076923077,0,0.003636364,0.006622517,0.003389831,0,0.038251366,0.005988024,0.010869565
